prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
"Si1Sn1_ICSD_184676
",216,216,0.0717,1.00965,Si1Sn1
"Pb1S1_ICSD_648448
",63,63,1.1576,2.47344,Pb2S2
"Pb1S1_ICSD_183240
",63,63,1.1637,2.48167,Pb2S2
"Pb1S1_ICSD_183255
",186,186,0.5436,1.64577,Pb2S2
"Pb1S1_ICSD_183244
",194,194,0.0373,0.96328,Pb2S2
"Pb1S1_ICSD_68712
",5,5,1.6893,3.19018,Pb2S2
"Be3N2_ICSD_185490
",160,160,2.7617,4.63577,Be3N2
"Be3N2_ICSD_185491
",164,164,4.269,6.66761,Be3N2
"Bi2O3_ICSD_186365
",164,164,1.1169,2.41858,Bi2O3
"Bi2O3_ICSD_168808
",115,115,0.106,1.05589,Bi2O3
"La1N1_ICSD_162195
",186,186,1.448,2.8649,La2N2
"Pb1S1_ICSD_648448
",63,63,1.1576,2.47344,Pb2S2
"Pb1S1_ICSD_183240
",63,63,1.1637,2.48167,Pb2S2
"Pb1S1_ICSD_183255
",186,186,0.5436,1.64577,Pb2S2
"Pb1S1_ICSD_183244
",194,194,0.0373,0.96328,Pb2S2
"Pb1S1_ICSD_68712
",5,5,1.6893,3.19018,Pb2S2
"Al1Bi1_ICSD_188519
",216,216,0.0,0.0,Al1Bi1
"Al1Bi1_ICSD_184567
",216,216,0.0,0.0,Al1Bi1
"Ba1C2_ICSD_186576
",166,166,1.3777,2.77014,Ba1C2
"Ba1C2_ICSD_615792
",139,139,1.6124,3.08652,Ba1C2
"Ba1C2_ICSD_186575
",139,139,1.6068,3.07897,Ba1C2
"Ba1C2_ICSD_56160
",139,139,1.6191,3.09555,Ba1C2
"Ba1C2_ICSD_168410
",139,139,1.6126,3.08678,Ba1C2
"Ba1C2_ICSD_615794
",139,139,1.6396,3.12318,Ba1C2
"Ba1C2_ICSD_88098
",139,139,1.613,3.08732,Ba1C2
"Ba1C2_ICSD_88101
",139,139,1.6104,3.08382,Ba1C2
"Ba2Cl1F3_ICSD_183926
",164,164,5.7273,8.6334,Ba2Cl1F3
"Pb1S1_ICSD_183243
",160,160,0.5348,1.63391,Pb1S1
"Pb1S1_ICSD_183245
",187,187,0.0,0.0,Pb1S1
"Pb1S1_ICSD_648447
",225,225,0.4655,1.54049,Pb1S1
"Pb1S1_ICSD_62193
",225,225,0.4652,1.54009,Pb1S1
"Pb1S1_ICSD_62192
",225,225,0.465,1.53982,Pb1S1
"Pb1S1_ICSD_648435
",225,225,0.4654,1.54036,Pb1S1
"Pb1S1_ICSD_53932
",225,225,0.4655,1.54049,Pb1S1
"Pb1S1_ICSD_648440
",225,225,0.4653,1.54022,Pb1S1
"Pb1S1_ICSD_601032
",225,225,0.4654,1.54036,Pb1S1
"Pb1S1_ICSD_648449
",225,225,0.4653,1.54022,Pb1S1
"Pb1S1_ICSD_648442
",225,225,0.4647,1.53942,Pb1S1
"Pb1S1_ICSD_186786
",225,225,0.4686,1.54467,Pb1S1
"Pb1S1_ICSD_648436
",225,225,0.4653,1.54022,Pb1S1
"Pb1S1_ICSD_62190
",225,225,0.4646,1.53928,Pb1S1
"Pb1S1_ICSD_648439
",225,225,0.4654,1.54036,Pb1S1
"Pb1S1_ICSD_183004
",225,225,0.4691,1.54535,Pb1S1
"Pb1S1_ICSD_600243
",225,225,0.4654,1.54036,Pb1S1
"Pb1S1_ICSD_38293
",225,225,0.4654,1.54036,Pb1S1
"Pb1S1_ICSD_648443
",225,225,0.4651,1.53995,Pb1S1
"Pb1S1_ICSD_648444
",225,225,0.4653,1.54022,Pb1S1
"Pb1S1_ICSD_648441
",225,225,0.4406,1.50693,Pb1S1
"Pb1S1_ICSD_648437
",225,225,0.4651,1.53995,Pb1S1
"Pb1S1_ICSD_657560
",225,225,0.4655,1.54049,Pb1S1
"Pb1S1_ICSD_290053
",225,225,0.4691,1.54535,Pb1S1
"Pb1S1_ICSD_603902
",225,225,0.4654,1.54036,Pb1S1
"Pb1S1_ICSD_63095
",225,225,0.4652,1.54009,Pb1S1
"Pb1S1_ICSD_62191
",225,225,0.4648,1.53955,Pb1S1
"Pb1S1_ICSD_183239
",225,225,0.4742,1.55222,Pb1S1
"Pb1S1_ICSD_648450
",225,225,0.4654,1.54036,Pb1S1
"Pb1S1_ICSD_648434
",225,225,0.4653,1.54022,Pb1S1
"Pb1S1_ICSD_648452
",225,225,0.4653,1.54022,Pb1S1
"Pb1S1_ICSD_648453
",225,225,0.4655,1.54049,Pb1S1
"Pb1S1_ICSD_183242
",221,221,0.0,0.0,Pb1S1
"Pb1S1_ICSD_77865
",221,221,0.0,0.0,Pb1S1
"Be3N2_ICSD_185490
",160,160,2.7617,4.63577,Be3N2
"Be3N2_ICSD_185491
",164,164,4.269,6.66761,Be3N2
"Si1_ICSD_189392
",229,229,0.1466,1.11062,Si6
"C1O2_ICSD_188893
",64,64,6.4626,9.62458,C2O4
"C1O2_ICSD_188890
",122,122,7.6056,11.1653,C2O4
"C1O2_ICSD_290503
",122,122,7.606,11.1659,C2O4
"C1O2_ICSD_110776
",58,58,6.4256,9.57471,C2O4
"C1O2_ICSD_188891
",136,136,6.3481,9.47024,C2O4
"C1O2_ICSD_110775
",136,136,6.4639,9.62634,C2O4
"B1N1_ICSD_162871
",160,160,4.4571,6.92117,B3N3
"C1O2_ICSD_188893
",64,64,6.4626,9.62458,C2O4
"C1O2_ICSD_188890
",122,122,7.6056,11.1653,C2O4
"C1O2_ICSD_290503
",122,122,7.606,11.1659,C2O4
"C1O2_ICSD_110776
",58,58,6.4256,9.57471,C2O4
"C1O2_ICSD_188891
",136,136,6.3481,9.47024,C2O4
"C1O2_ICSD_110775
",136,136,6.4639,9.62634,C2O4
"B1C2N1_ICSD_93040
",17,17,2.1069,3.7531,B2C4N2
"Pb1S1_ICSD_183253
",38,38,0.4145,1.47175,Pb4S4
"Pb1S1_ICSD_183252
",38,38,0.3764,1.42039,Pb4S4
"Pb1S1_ICSD_68969
",36,36,2.0492,3.67532,Pb4S4
"Pb1S1_ICSD_183247
",11,11,1.1272,2.43247,Pb4S4
"Pb1S1_ICSD_183248
",11,11,0.7612,1.9391,Pb4S4
"Pb1S1_ICSD_183246
",11,11,1.1911,2.5186,Pb4S4
"Pb1S1_ICSD_183250
",28,28,0.8357,2.03952,Pb4S4
"Pb1S1_ICSD_648451
",62,62,1.2089,2.5426,Pb4S4
"Pb1S1_ICSD_183249
",28,28,0.999,2.25965,Pb4S4
"Pb1S1_ICSD_183241
",62,62,0.4542,1.52526,Pb4S4
"Pb1S1_ICSD_183251
",28,28,0.8209,2.01957,Pb4S4
"Pb1S1_ICSD_648438
",62,225,0.4704,1.5471,Pb4S4
"C1_ICSD_88811
",67,191,0.0,0.0,C8
"C1_ICSD_88815
",67,191,0.0,0.0,C8
"C1_ICSD_186577
",65,65,3.3312,5.40346,C8
"C1_ICSD_88816
",65,65,0.0,0.0,C8
"C1_ICSD_88812
",65,65,0.0,0.0,C8
"C1_ICSD_66466
",194,194,4.5299,7.01931,C8
"C1_ICSD_182760
",12,12,3.489,5.61617,C8
"C1_ICSD_88820
",206,206,2.4527,4.21924,C8
"C1_ICSD_88819
",206,206,2.4499,4.21547,C8
"C1_ICSD_88818
",206,206,2.4492,4.21452,C8
"C8_ICSD_20351
",229,229,3.006,4.96509,C8
"C1_ICSD_88821
",206,206,2.4526,4.2191,C8
"C8_ICSD_74655
",206,206,2.4528,4.21937,C8
"Pb1S1_ICSD_183253
",38,38,0.4145,1.47175,Pb4S4
"Pb1S1_ICSD_183252
",38,38,0.3764,1.42039,Pb4S4
"Pb1S1_ICSD_68969
",36,36,2.0492,3.67532,Pb4S4
"Pb1S1_ICSD_183247
",11,11,1.1272,2.43247,Pb4S4
"Pb1S1_ICSD_183248
",11,11,0.7612,1.9391,Pb4S4
"Pb1S1_ICSD_183246
",11,11,1.1911,2.5186,Pb4S4
"Pb1S1_ICSD_183250
",28,28,0.8357,2.03952,Pb4S4
"Pb1S1_ICSD_648451
",62,62,1.2089,2.5426,Pb4S4
"Pb1S1_ICSD_183249
",28,28,0.999,2.25965,Pb4S4
"Pb1S1_ICSD_183241
",62,62,0.4542,1.52526,Pb4S4
"Pb1S1_ICSD_183251
",28,28,0.8209,2.01957,Pb4S4
"Pb1S1_ICSD_648438
",62,225,0.4704,1.5471,Pb4S4
"Pb1S1_ICSD_183253
",38,38,0.4145,1.47175,Pb4S4
"Pb1S1_ICSD_183252
",38,38,0.3764,1.42039,Pb4S4
"Pb1S1_ICSD_68969
",36,36,2.0492,3.67532,Pb4S4
"Pb1S1_ICSD_183247
",11,11,1.1272,2.43247,Pb4S4
"Pb1S1_ICSD_183248
",11,11,0.7612,1.9391,Pb4S4
"Pb1S1_ICSD_183246
",11,11,1.1911,2.5186,Pb4S4
"Pb1S1_ICSD_183250
",28,28,0.8357,2.03952,Pb4S4
"Pb1S1_ICSD_648451
",62,62,1.2089,2.5426,Pb4S4
"Pb1S1_ICSD_183249
",28,28,0.999,2.25965,Pb4S4
"Pb1S1_ICSD_183241
",62,62,0.4542,1.52526,Pb4S4
"Pb1S1_ICSD_183251
",28,28,0.8209,2.01957,Pb4S4
"Pb1S1_ICSD_648438
",62,225,0.4704,1.5471,Pb4S4
"B1C2N1_ICSD_93040
",17,17,2.1069,3.7531,B2C4N2
"Pb1S1_ICSD_183253
",38,38,0.4145,1.47175,Pb4S4
"Pb1S1_ICSD_183252
",38,38,0.3764,1.42039,Pb4S4
"Pb1S1_ICSD_68969
",36,36,2.0492,3.67532,Pb4S4
"Pb1S1_ICSD_183247
",11,11,1.1272,2.43247,Pb4S4
"Pb1S1_ICSD_183248
",11,11,0.7612,1.9391,Pb4S4
"Pb1S1_ICSD_183246
",11,11,1.1911,2.5186,Pb4S4
"Pb1S1_ICSD_183250
",28,28,0.8357,2.03952,Pb4S4
"Pb1S1_ICSD_648451
",62,62,1.2089,2.5426,Pb4S4
"Pb1S1_ICSD_183249
",28,28,0.999,2.25965,Pb4S4
"Pb1S1_ICSD_183241
",62,62,0.4542,1.52526,Pb4S4
"Pb1S1_ICSD_183251
",28,28,0.8209,2.01957,Pb4S4
"Pb1S1_ICSD_648438
",62,225,0.4704,1.5471,Pb4S4
"Bi1I3_ICSD_36182
",148,148,2.5039,4.28826,Bi2I6
"Bi1I3_ICSD_187305
",148,148,2.4893,4.26858,Bi2I6
"Bi1I3_ICSD_187605
",148,148,2.4893,4.26858,Bi2I6
"Bi1I3_ICSD_56573
",148,148,2.5185,4.30794,Bi2I6
"Bi1I3_ICSD_53634
",148,148,2.5045,4.28907,Bi2I6
"Bi1I3_ICSD_26083
",148,148,2.5043,4.2888,Bi2I6
"Bi1I3_ICSD_187606
",148,148,2.4877,4.26642,Bi2I6
"Bi1I3_ICSD_56570
",148,148,2.5056,4.29055,Bi2I6
"Bi1I3_ICSD_78791
",148,148,2.5164,4.30511,Bi2I6
"Bi1I3_ICSD_20676
",162,162,2.4138,4.1668,Bi2I6
"Bi1I3_ICSD_187304
",162,162,2.4097,4.16128,Bi2I6
"Be3P2_ICSD_187677
",224,224,0.2179,1.20673,Be6P4
"Pb1S1_ICSD_183253
",38,38,0.4145,1.47175,Pb4S4
"Pb1S1_ICSD_183252
",38,38,0.3764,1.42039,Pb4S4
"Pb1S1_ICSD_68969
",36,36,2.0492,3.67532,Pb4S4
"Pb1S1_ICSD_183247
",11,11,1.1272,2.43247,Pb4S4
"Pb1S1_ICSD_183248
",11,11,0.7612,1.9391,Pb4S4
"Pb1S1_ICSD_183246
",11,11,1.1911,2.5186,Pb4S4
"Pb1S1_ICSD_183250
",28,28,0.8357,2.03952,Pb4S4
"Pb1S1_ICSD_648451
",62,62,1.2089,2.5426,Pb4S4
"Pb1S1_ICSD_183249
",28,28,0.999,2.25965,Pb4S4
"Pb1S1_ICSD_183241
",62,62,0.4542,1.52526,Pb4S4
"Pb1S1_ICSD_183251
",28,28,0.8209,2.01957,Pb4S4
"Pb1S1_ICSD_648438
",62,225,0.4704,1.5471,Pb4S4
"Pb1S1_ICSD_183253
",38,38,0.4145,1.47175,Pb4S4
"Pb1S1_ICSD_183252
",38,38,0.3764,1.42039,Pb4S4
"Pb1S1_ICSD_68969
",36,36,2.0492,3.67532,Pb4S4
"Pb1S1_ICSD_183247
",11,11,1.1272,2.43247,Pb4S4
"Pb1S1_ICSD_183248
",11,11,0.7612,1.9391,Pb4S4
"Pb1S1_ICSD_183246
",11,11,1.1911,2.5186,Pb4S4
"Pb1S1_ICSD_183250
",28,28,0.8357,2.03952,Pb4S4
"Pb1S1_ICSD_648451
",62,62,1.2089,2.5426,Pb4S4
"Pb1S1_ICSD_183249
",28,28,0.999,2.25965,Pb4S4
"Pb1S1_ICSD_183241
",62,62,0.4542,1.52526,Pb4S4
"Pb1S1_ICSD_183251
",28,28,0.8209,2.01957,Pb4S4
"Pb1S1_ICSD_648438
",62,225,0.4704,1.5471,Pb4S4
"C1_ICSD_28419
",186,63,0.3738,1.41688,C12
"C1_ICSD_28419
",186,194,0.0,0.0,C12
"C1_ICSD_66467
",194,194,4.4042,6.84986,C12
"C1_ICSD_28419
",186,63,0.3738,1.41688,C12
"C1_ICSD_28419
",186,194,0.0,0.0,C12
"C1_ICSD_66467
",194,194,4.4042,6.84986,C12
"Ag1Cl1O4_ICSD_185367
",11,11,3.3781,5.46668,Ag2Cl2O8
"Cd1F2_ICSD_183501
",62,62,2.896,4.81681,Cd4F8
"Cr1O2_ICSD_186837
",205,205,0.0,0.0,Cr4O8
"Cr1O2_ICSD_185888
",205,205,0.0,0.0,Cr4O8
"Cr1O2_ICSD_185887
",60,60,0.0,0.0,Cr4O8
"Al2Hg1Se4_ICSD_608163
",227,227,0.3911,1.4402,Al4Hg2Se8
"Al2Hg1Se4_ICSD_183397
",227,227,0.3908,1.4398,Al4Hg2Se8
"C11N4_ICSD_184897
",16,16,0.0,0.0,C11N4
"C11N4_ICSD_184896
",111,111,2.4221,4.17799,C11N4
"C3N2_ICSD_185975
",215,215,3.5011,5.63248,C12N8
"C3N2_ICSD_185974
",221,221,3.2262,5.26192,C12N8
"Na1Nb1O3_ICSD_280098
",63,63,1.9706,3.56937,Na4Nb4O12
"Na1Nb1O3_ICSD_247314
",62,62,2.1602,3.82495,Na4Nb4O12
"Na1Nb1O3_ICSD_247318
",26,26,2.3591,4.09307,Na4Nb4O12
"Na1Nb1O3_ICSD_247315
",62,62,2.1742,3.84382,Na4Nb4O12
"Ba1In2P2_ICSD_260564
",11,11,0.3356,1.36539,Ba4In8P8
"Bi1I3_ICSD_187608
",14,14,2.2696,3.97242,Bi4I12
"Bi1I3_ICSD_187607
",14,14,2.3543,4.0866,Bi4I12
"Bi1I3_ICSD_187611
",62,62,2.2809,3.98765,Bi4I12
"C3N2_ICSD_185975
",215,215,3.5011,5.63248,C12N8
"C3N2_ICSD_185974
",221,221,3.2262,5.26192,C12N8
"Ba1Er1Mn2O5_ICSD_188495
",129,129,0.0,0.0,Ba2Er2Mn4O10
"Bi1I3_ICSD_187608
",14,14,2.2696,3.97242,Bi4I12
"Bi1I3_ICSD_187607
",14,14,2.3543,4.0866,Bi4I12
"Bi1I3_ICSD_187611
",62,62,2.2809,3.98765,Bi4I12
"As2S3_ICSD_185819
",2,2,2.0006,3.60981,As8S12
"Ba1Cr1O4_ICSD_62560
",62,62,2.9252,4.85617,Ba4Cr4O16
"Ba1Cr1O4_ICSD_188534
",19,19,2.9151,4.84255,Ba4Cr4O16
"C1O2_ICSD_166852
",167,167,6.4682,9.63213,C8O16
"C1O2_ICSD_188892
",19,19,6.7006,9.94541,C8O16
"Ag1Cl1O4_ICSD_185366
",62,62,3.4637,5.58207,Ag4Cl4O16
"Ag1Cl1O4_ICSD_185364
",62,62,3.5054,5.63828,Ag4Cl4O16
"Gd3Nb1O7_ICSD_174285
",20,20,2.9847,4.93638,Gd6Nb2O14
"Ba1Er2S4_ICSD_615843
",62,62,1.7406,3.25933,Ba4Er8S16
"Ba1Er2S4_ICSD_188656
",62,62,1.7387,3.25677,Ba4Er8S16
"Si1_ICSD_189396
",191,191,1.1182,2.42033,Si40
"Si1_ICSD_189394
",15,15,0.9749,2.22717,Si82
"Si1_ICSD_189395
",217,217,1.1937,2.52211,Si41
"Ag1I1O3_ICSD_188065
",61,61,2.5073,4.29284,Ag8I8O24
"Si1_ICSD_189399
",164,164,0.7852,1.97145,Si58
"Si1_ICSD_189398
",194,194,1.3751,2.76663,Si68
"Si1_ICSD_189401
",137,137,0.1324,1.09148,Si106
"Ca3Ge4_ICSD_185654
",176,176,0.3314,1.35973,Ca18Ge24
"Si1_ICSD_189400
",63,63,1.2955,2.65933,Si46
"Si1_ICSD_189393
",223,223,1.3129,2.68279,Si46
"Si46_ICSD_186544
",223,223,1.3129,2.68279,Si46
"C20_ICSD_185973
",221,221,0.0,0.0,C20
"Dy1H3O3_ICSD_185605
",11,11,3.667,5.85612,Dy2H6O6
"Dy1H3O3_ICSD_200095
",176,176,3.7111,5.91556,Dy2H6O6
"Al2Cd1O4_ICSD_183382
",227,227,2.8029,4.69131,Al4Cd2O8
"Na2Nb4O11_ICSD_183855
",167,167,2.9536,4.89445,Na4Nb8O22
"Na2Nb4O11_ICSD_166951
",9,9,2.9456,4.88367,Na4Nb8O22
"B1N1_ICSD_240996
",194,194,4.4948,6.97199,B2N2
"B1N1_ICSD_41486
",186,186,5.2211,7.95104,B2N2
"B1N1_ICSD_183256
",194,194,4.4985,6.97698,B2N2
"B1N1_ICSD_168894
",194,194,4.5022,6.98197,B2N2
"B1N1_ICSD_186249
",187,187,4.4977,6.9759,B2N2
"B1N1_ICSD_167799
",194,194,4.5069,6.9883,B2N2
"B1N1_ICSD_186246
",194,194,4.4564,6.92023,B2N2
"B1N1_ICSD_614873
",186,186,5.2143,7.94188,B2N2
"B1N1_ICSD_162873
",186,186,5.2102,7.93635,B2N2
"B1N1_ICSD_162870
",194,194,4.4656,6.93263,B2N2
"B1N1_ICSD_186248
",194,194,4.2351,6.62191,B2N2
"B1N1_ICSD_77374
",186,194,4.0422,6.36189,B2N2
"B1N1_ICSD_27987
",194,194,4.1634,6.52526,B2N2
"B1N1_ICSD_35538
",194,194,4.4789,6.95056,B2N2
"B1N1_ICSD_24644
",194,194,4.4656,6.93263,B2N2
"B1N1_ICSD_168892
",194,194,4.4144,6.86361,B2N2
"B0.667N0.667_ICSD_162872
",187,187,4.4439,6.90338,B2N2
"B1N1_ICSD_240999
",194,194,4.49,6.96552,B2N2
"B1N1_ICSD_186247
",194,194,4.2301,6.61517,B2N2
"B1N1_ICSD_183257
",186,186,5.1912,7.91074,B2N2
"B1N1_ICSD_614869
",186,186,5.2169,7.94538,B2N2
"B1N1_ICSD_168893
",194,194,4.4979,6.97617,B2N2
"Cr1In1O3_ICSD_185586
",62,62,1.7014,3.20649,Cr4In4O12
"K1Nb1O3_ICSD_9534
",160,160,2.2267,3.91459,K1Nb1O3
"K1Nb1O3_ICSD_9533
",38,38,2.047,3.67236,K1Nb1O3
"K1Nb1O3_ICSD_9532
",99,99,1.7303,3.24544,K1Nb1O3
"K1Nb1O3_ICSD_9535
",99,99,1.7275,3.24167,K1Nb1O3
"Si1_ICSD_189400
",63,63,1.2955,2.65933,Si46
"Si1_ICSD_189393
",223,223,1.3129,2.68279,Si46
"Si46_ICSD_186544
",223,223,1.3129,2.68279,Si46
"B1Sb1_ICSD_184571
",216,216,0.7522,1.92697,B1Sb1
"N2_ICSD_24892
",194,194,6.9901,10.3357,N4
"N1_ICSD_95247
",59,51,0.0,0.0,N4
"N2_ICSD_24891
",136,136,7.0233,10.3804,N4
"N1_ICSD_187643
",199,199,3.971,6.26591,N4
"Ge1_ICSD_636533
",194,194,0.0,0.0,Ge4
"Gd1H3O3_ICSD_200093
",176,176,3.5772,5.73507,Gd2H6O6
"Er1H3O3_ICSD_200097
",176,176,3.7799,6.00831,Er2H6O6
"Mn1O2_ICSD_20227
",87,87,1.2193,2.55662,Mn4O8
"Mn1O2_ICSD_653914
",62,62,1.0113,2.27623,Mn4O8
"Mn1O2_ICSD_171866
",62,62,1.0259,2.29591,Mn4O8
"Mn1O2_ICSD_54114
",59,59,0.0,0.0,Mn4O8
"Cs2S2_ICSD_200474
",71,71,1.7124,3.22132,Cs2S2
"Ca2Ge7O16_ICSD_200603
",32,117,2.8081,4.69832,Ca4Ge14O32
"Ca2Ge7O16_ICSD_200603
",32,117,2.7969,4.68322,Ca4Ge14O32
"Ca2Ge7O16_ICSD_249322
",117,117,2.8043,4.6932,Ca4Ge14O32
"Ba1Pt2S3_ICSD_201146
",92,92,1.2835,2.64316,Ba4Pt8S12
"Ba4Ga2S7_ICSD_201420
",11,11,2.6551,4.49207,Ba8Ga4S14
"Ba3Ga2S6_ICSD_201421
",15,15,2.6784,4.52348,Ba6Ga4S12
"Cs2Hf1I6_ICSD_201308
",225,225,2.201,3.87995,Cs2Hf1I6
"Cd7P10_ICSD_200596
",43,43,1.1177,2.41966,Cd14P20
"Au1Br1_ICSD_200286
",141,141,2.2892,3.99884,Au4Br4
"Au1Br1_ICSD_200287
",138,138,2.0518,3.67883,Au4Br4
"K2Re3S6_ICSD_641311
",15,15,1.4182,2.82473,K8Re12S24
"K2Re3S6_ICSD_200836
",15,15,1.4122,2.81665,K8Re12S24
"K2Re3S6_ICSD_641312
",15,15,1.4447,2.86046,K8Re12S24
"K2Re3S6_ICSD_641314
",15,15,1.4172,2.82339,K8Re12S24
"Gd1I3O9_ICSD_417483
",14,14,2.9976,4.95376,Gd4I12O36
"Au1Br1_ICSD_200286
",141,141,2.2892,3.99884,Au4Br4
"Au1Br1_ICSD_200287
",138,138,2.0518,3.67883,Au4Br4
"Cu1H4I2O8_ICSD_200326
",14,14,1.8362,3.3882,Cu2H8I4O16
"Ba2Gd1Mo1O6_ICSD_236363
",2,2,0.0,0.0,Ba2Gd1Mo1O6
"Ba2Gd1Mo1O6_ICSD_236354
",225,225,0.0,0.0,Ba2Gd1Mo1O6
"Ba2Gd1Mo1O6_ICSD_236353
",225,225,0.0,0.0,Ba2Gd1Mo1O6
"Gd2Hf2O7_ICSD_236213
",227,227,3.4526,5.5671,Gd4Hf4O14
"Mn2O3_ICSD_43464
",206,206,0.0,0.0,Mn32O48
"Ag1O1_ICSD_202055
",88,88,0.3294,1.35703,Ag8O8
"Ba6Cu11F34_ICSD_201752
",2,2,2.0846,3.72304,Ba6Cu11F34
"Mo1O3_ICSD_644067
",14,14,1.3622,2.74925,Mo8O24
"Mo1O3_ICSD_644068
",14,14,1.3372,2.71555,Mo8O24
"Er2Mn2O7_ICSD_202517
",227,227,0.9107,2.14062,Er4Mn4O14
"Al1Fe1O3_ICSD_203202
",33,33,1.7813,3.31419,Al8Fe8O24
"Al1Fe1O3_ICSD_203203
",33,33,1.778,3.30974,Al8Fe8O24
"Ga4Ge1O8_ICSD_202044
",12,12,2.1528,3.81497,Ga4Ge1O8
"La2Mo2O7_ICSD_202189
",58,58,0.0,0.0,La4Mo4O14
"Au4Cl8_ICSD_201436
",2,2,0.9695,2.21989,Au4Cl8
"Al1F3_ICSD_202681
",63,63,7.5122,11.0394,Al6F18
"Ba2Ca1Cr2Cu1F14_ICSD_202760
",15,15,2.4276,4.1854,Ba4Ca2Cr4Cu2F28
"Ba2Ca1Cr2Cu1F14_ICSD_419545
",15,15,2.3121,4.02971,Ba4Ca2Cr4Cu2F28
"Cl1F3_ICSD_203121
",14,14,2.7252,4.58657,Cl8F24
"Na1Nb3O8_ICSD_63203
",72,72,2.4026,4.1517,Na2Nb6O16
"Al3Bi5Cl12_ICSD_201993
",167,167,1.8173,3.36272,Al6Bi10Cl24
"Al3Bi5Cl12_ICSD_420082
",167,167,1.8192,3.36528,Al6Bi10Cl24
"Ag2Hg1S2_ICSD_201713
",14,14,0.6956,1.85067,Ag4Hg2S4
"Al2Ge2O7_ICSD_201750
",15,15,3.3521,5.43163,Al4Ge4O14
"Ba1Ga1H5_ICSD_240693
",4,4,3.1114,5.10717,Ba2Ga2H10
"As2O3_ICSD_2114
",227,227,4.0195,6.33129,As8O12
"As2O3_ICSD_409611
",227,227,4.0209,6.33317,As8O12
"As2O3_ICSD_183098
",227,227,4.0255,6.33937,As8O12
"As4O6_ICSD_36144
",227,227,4.021,6.33331,As8O12
"As2O3_ICSD_240404
",227,227,4.0191,6.33075,As8O12
"As2O3_ICSD_24227
",227,227,4.0247,6.3383,As8O12
"As2O3_ICSD_16850
",227,227,4.0171,6.32805,As8O12
"As2O3_ICSD_100434
",14,14,2.9038,4.82732,As8O12
"As2O3_ICSD_27588
",14,14,3.8947,6.16306,As8O12
"As2O3_ICSD_183097
",27,27,0.0,0.0,As8O12
"As2O3_ICSD_183096
",86,86,3.7214,5.92945,As8O12
"Ge136_ICSD_245955
",227,227,0.0,0.0,Ge34
"Ge136_ICSD_245948
",227,227,0.6677,1.81306,Ge34
"Rb1Sc5Te8_ICSD_245998
",12,12,0.6774,1.82614,Rb1Sc5Te8
"Ba1Ga1H5_ICSD_240693
",4,4,3.1114,5.10717,Ba2Ga2H10
"Ca1Co2O4_ICSD_245715
",62,62,0.0,0.0,Ca4Co8O16
"Bi5Br1O7_ICSD_241125
",64,64,2.8156,4.70843,Bi20Br4O28
"K4Sn9_ICSD_240048
",14,14,1.1019,2.39836,K16Sn36
"K4Pb9_ICSD_240029
",11,11,0.2578,1.26051,K16Pb36
"Cu1I1_ICSD_80252
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_78266
",166,166,0.0572,0.990106,Cu2I2
"Cu1I1_ICSD_163445
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80261
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80256
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_78267
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80258
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80257
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80259
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_163444
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80254
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80255
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_80253
",166,166,0.0,0.0,Cu2I2
"Cu1I1_ICSD_246689
",63,63,1.4262,2.83552,Cu2I2
"Cu1I1_ICSD_246690
",63,63,1.3491,2.73159,Cu2I2
"Cu1I1_ICSD_24772
",186,186,1.6727,3.1678,Cu2I2
"Cu1I1_ICSD_84217
",156,156,1.988,3.59282,Cu2I2
"Cu1I1_ICSD_246687
",129,129,1.9978,3.60603,Cu2I2
"Cu1I1_ICSD_246688
",129,129,1.9689,3.56708,Cu2I2
"Mg1O1_ICSD_166273
",187,187,3.0123,4.97358,Mg1O1
"Mg1O1_ICSD_169450
",225,225,4.4688,6.93694,Mg1O1
"Mg1O1_ICSD_159376
",225,225,4.4694,6.93775,Mg1O1
"Mg1O1_ICSD_188324
",225,225,4.47,6.93856,Mg1O1
"Mg1O1_ICSD_159372
",225,225,4.4681,6.936,Mg1O1
"Mg1O1_ICSD_95468
",225,225,4.4685,6.93654,Mg1O1
"Mg1O1_ICSD_642714
",225,225,4.469,6.93721,Mg1O1
"Mg1O1_ICSD_157526
",225,225,4.4688,6.93694,Mg1O1
"Mg1O1_ICSD_44927
",225,225,4.4692,6.93748,Mg1O1
"Mg1O1_ICSD_159374
",225,225,4.469,6.93721,Mg1O1
"Mg1O1_ICSD_158103
",225,225,4.4693,6.93762,Mg1O1
"Mg1O1_ICSD_60692
",225,225,4.4691,6.93735,Mg1O1
"Mg1O1_ICSD_159377
",225,225,4.468,6.93586,Mg1O1
